Tijd (s),Setpoint (m),Hoogte (m),Fout,Fout_Integratie,Fout_Afgeleide,PWM
0.000000,0.587040,0.004019,0.587040,0.005870,58.704010,1.000000
0.000000,0.936474,0.012057,0.932455,0.015195,34.541507,1.000000
0.010000,0.936474,0.024114,0.924417,0.024439,-0.803800,1.000000
0.020000,0.936474,0.040190,0.912360,0.033563,-1.205700,1.000000
0.030000,0.936474,0.060285,0.896284,0.042526,-1.607600,1.000000
0.040000,0.936474,0.084399,0.876189,0.051287,-2.009500,1.000000
0.050000,0.936474,0.112532,0.852075,0.059808,-2.411400,1.000000
0.060000,0.936474,0.144684,0.823942,0.068048,-2.813300,1.000000
0.070000,0.936474,0.180855,0.791790,0.075966,-3.215200,1.000000
0.080000,0.936474,0.221045,0.755619,0.083522,-3.617100,1.000000
0.090000,0.936474,0.261742,0.715429,0.090676,-4.019000,0.545603
0.100000,0.936474,0.301826,0.674732,0.097423,-4.069741,0.270919
0.110000,0.936474,0.340990,0.634648,0.103770,-4.008340,0.110860
0.120000,0.936474,0.379173,0.595485,0.109725,-3.916385,0.000000
0.130000,0.936474,0.416374,0.557302,0.115298,-3.818285,0.000000
0.140000,0.936474,0.452595,0.520100,0.120499,-3.720185,0.000000
0.150000,0.936474,0.487835,0.483879,0.125337,-3.622085,0.000000
0.160000,0.936474,0.522094,0.448639,0.129824,-3.523985,0.000000
0.170000,0.936474,0.555372,0.414380,0.133968,-3.425885,0.000000
0.180000,0.936474,0.587669,0.381102,0.137779,-3.327785,0.000000
0.190000,0.936474,0.618984,0.348806,0.141267,-3.229685,0.000000
0.200000,0.936474,0.649319,0.317490,0.144442,-3.131585,0.000000
0.210000,0.936474,0.678673,0.287155,0.147313,-3.033485,0.000000
0.220000,0.936474,0.707046,0.257801,0.149891,-2.935385,0.000000
0.230000,0.936474,0.734438,0.229428,0.152185,-2.837285,0.000000
0.240000,0.936474,0.760849,0.202036,0.154206,-2.739185,0.000000
0.250000,0.936474,0.786279,0.175625,0.155962,-2.641085,0.000000
0.260000,0.936474,0.810727,0.150196,0.157464,-2.542985,0.000000
0.270000,0.936474,0.834195,0.125747,0.158722,-2.444885,0.000000
0.280000,0.936474,0.856682,0.102279,0.159744,-2.346785,0.000000
0.290000,0.936474,0.878188,0.079792,0.160542,-2.248685,0.000000
0.300000,0.936474,0.898713,0.058286,0.161125,-2.150585,0.000000
0.310000,0.936474,0.918257,0.037761,0.161503,-2.052485,0.000000
0.320000,0.936474,0.936819,0.018218,0.161685,-1.954385,0.000000
0.330000,0.936474,0.954401,-0.000345,0.161681,-1.856285,0.000000
0.340000,0.936474,0.971002,-0.017927,0.161502,-1.758185,0.000000
0.350000,0.936474,0.986622,-0.034528,0.161157,-1.660085,0.000000
0.360000,0.936474,1.001261,-0.050148,0.160655,-1.561985,0.000000
0.370000,0.936474,1.014919,-0.064787,0.160008,-1.463885,0.000000
0.380000,0.936474,1.027596,-0.078445,0.159223,-1.365785,0.000000
0.390000,0.936474,1.039291,-0.091121,0.158312,-1.267685,0.000000
0.400000,0.936474,1.050006,-0.102817,0.157284,-1.169585,0.000000
0.410000,0.936474,1.059740,-0.113532,0.156148,-1.071485,0.000000
0.420000,0.936474,1.068493,-0.123266,0.154916,-0.973385,0.000000
0.430000,0.936474,1.076265,-0.132019,0.153596,-0.875285,0.000000
0.440000,0.936474,1.083056,-0.139791,0.152198,-0.777185,0.000000
0.450000,0.936474,1.088866,-0.146582,0.150732,-0.679085,0.000000
0.460000,0.936474,1.093694,-0.152391,0.149208,-0.580985,0.000000
0.470000,0.936474,1.097542,-0.157220,0.147636,-0.482885,0.000000
0.480000,0.936474,1.100409,-0.161068,0.146025,-0.384785,0.000000
0.490000,0.936474,1.102295,-0.163935,0.144386,-0.286685,0.000000
0.500000,0.936474,1.103200,-0.165821,0.142727,-0.188585,0.000000
0.510000,0.936474,1.103124,-0.166726,0.141060,-0.090485,0.000000
0.520000,0.936474,1.102066,-0.166649,0.139394,0.007615,0.000000
0.530000,0.936474,1.100028,-0.165592,0.137738,0.105715,0.000000
0.540000,0.936474,1.097009,-0.163554,0.136102,0.203815,0.000000
0.550000,0.936474,1.093009,-0.160535,0.134497,0.301915,0.000000
0.560000,0.936474,1.088028,-0.156535,0.132932,0.400015,0.000000
0.570000,0.936474,1.082066,-0.151554,0.131416,0.498115,0.000000
0.580000,0.936474,1.075186,-0.145592,0.129960,0.596215,0.112546
0.590000,0.936474,1.067617,-0.138712,0.128573,0.687982,0.241430
0.600000,0.936474,1.059685,-0.131142,0.127262,0.756937,0.351868
0.610000,0.936474,1.051706,-0.123211,0.126029,0.793132,0.431954
0.620000,0.936474,1.043903,-0.115232,0.124877,0.797940,0.481181
0.630000,0.936474,1.036405,-0.107429,0.123803,0.780272,0.507107
0.640000,0.936474,1.029271,-0.099931,0.122804,0.749793,0.518618
0.650000,0.936474,1.022520,-0.092797,0.121876,0.713411,0.522256
0.660000,0.936474,1.016149,-0.086046,0.121015,0.675135,0.521907
0.670000,0.936474,1.010148,-0.079675,0.120218,0.637041,0.519646
0.680000,0.936474,1.004500,-0.073674,0.119482,0.600126,0.516527
0.690000,0.936474,0.999187,-0.068026,0.118801,0.564825,0.513076
0.700000,0.936474,0.994191,-0.062713,0.118174,0.531302,0.509549
0.710000,0.936474,0.989495,-0.057717,0.117597,0.499582,0.506072
0.720000,0.936474,0.985081,-0.053020,0.117067,0.469627,0.502705
0.730000,0.936474,0.980934,-0.048607,0.116581,0.441371,0.499473
0.740000,0.936474,0.977037,-0.044459,0.116136,0.414735,0.496387
0.750000,0.936474,0.973377,-0.040563,0.115731,0.389635,0.493448
0.760000,0.936474,0.969940,-0.036903,0.115362,0.365989,0.490655
0.770000,0.936474,0.966713,-0.033466,0.115027,0.343718,0.488003
0.780000,0.936474,0.963683,-0.030239,0.114724,0.322745,0.485487
0.790000,0.936474,0.960839,-0.027209,0.114452,0.302996,0.483102
0.800000,0.936474,0.958170,-0.024365,0.114209,0.284402,0.480841
0.810000,0.936474,0.955666,-0.021696,0.113992,0.266898,0.478700
0.820000,0.936474,0.953316,-0.019191,0.113800,0.250421,0.476673
0.830000,0.936474,0.951113,-0.016842,0.113631,0.234913,0.474754
0.840000,0.936474,0.949047,-0.014639,0.113485,0.220317,0.472938
0.850000,0.936474,0.947111,-0.012573,0.113359,0.206582,0.471221
0.860000,0.936474,0.945296,-0.010637,0.113253,0.193658,0.469597
0.870000,0.936474,0.943595,-0.008822,0.113165,0.181497,0.468061
0.880000,0.936474,0.942002,-0.007121,0.113094,0.170057,0.466610
0.890000,0.936474,0.940511,-0.005528,0.113038,0.159294,0.465240
0.900000,0.936474,0.939114,-0.004036,0.112998,0.149170,0.463945
0.910000,0.936474,0.937807,-0.002640,0.112971,0.139648,0.462722
0.920000,0.936474,0.936585,-0.001333,0.112958,0.130692,0.461568
0.930000,0.936474,0.935441,-0.000110,0.112957,0.122269,0.460478
0.940000,0.936474,0.934372,0.001033,0.112967,0.114349,0.459450
0.950000,0.936474,0.933373,0.002102,0.112988,0.106902,0.458480
0.960000,0.936474,0.932440,0.003101,0.113019,0.099900,0.457565
0.970000,0.936474,0.931569,0.004034,0.113060,0.093317,0.456702
0.980000,0.936474,0.930755,0.004906,0.113109,0.087129,0.455889
0.990000,0.936474,0.929997,0.005719,0.113166,0.081312,0.455122
1.000000,0.936474,0.929290,0.006477,0.113231,0.075844,0.454399
1.010000,0.936474,0.928631,0.007184,0.113303,0.070705,0.453717
1.020000,0.936474,0.928018,0.007843,0.113381,0.065875,0.453075
1.030000,0.936474,0.927447,0.008456,0.113466,0.061336,0.452471
1.040000,0.936474,0.926917,0.009027,0.113556,0.057071,0.451901
1.050000,0.936474,0.926424,0.009558,0.113651,0.053064,0.451364
1.060000,0.936474,0.925966,0.010051,0.113752,0.049299,0.450859
1.070000,0.936474,0.925542,0.010508,0.113857,0.045762,0.450383
1.080000,0.936474,0.925148,0.010933,0.113966,0.042440,0.449935
1.090000,0.936474,0.924784,0.011326,0.114080,0.039319,0.449513
1.100000,0.936474,0.924448,0.011690,0.114197,0.036388,0.449116
1.110000,0.936474,0.924138,0.012026,0.114317,0.033636,0.448742
1.120000,0.936474,0.923851,0.012337,0.114440,0.031051,0.448391
1.130000,0.936474,0.923588,0.012623,0.114566,0.028624,0.448060
1.140000,0.936474,0.923346,0.012886,0.114695,0.026345,0.447748
1.150000,0.936474,0.923124,0.013128,0.114827,0.024206,0.447455
1.160000,0.936474,0.922921,0.013350,0.114960,0.022198,0.447179
1.170000,0.936474,0.922735,0.013553,0.115096,0.020313,0.446920
1.180000,0.936474,0.922566,0.013739,0.115233,0.018544,0.446676
1.190000,0.936474,0.922413,0.013908,0.115372,0.016884,0.446447
1.200000,0.936474,0.922275,0.014061,0.115513,0.015327,0.446231
1.210000,0.936474,0.922150,0.014200,0.115655,0.013866,0.446028
1.220000,0.936474,0.922037,0.014325,0.115798,0.012496,0.445837
1.230000,0.936474,0.921937,0.014437,0.115942,0.011210,0.445657
1.240000,0.936474,0.921849,0.014537,0.116088,0.010005,0.445489
1.250000,0.936474,0.921771,0.014626,0.116234,0.008875,0.445330
1.260000,0.936474,0.921702,0.014704,0.116381,0.007816,0.445181
1.270000,0.936474,0.921643,0.014772,0.116529,0.006823,0.445040
1.280000,0.936474,0.921593,0.014831,0.116677,0.005893,0.444908
1.290000,0.936474,0.921551,0.014881,0.116826,0.005021,0.444784
1.300000,0.936474,0.921517,0.014923,0.116975,0.004204,0.444668
1.310000,0.936474,0.921489,0.014957,0.117125,0.003440,0.444558
1.320000,0.936474,0.921469,0.014985,0.117274,0.002724,0.444455
1.330000,0.936474,0.921455,0.015005,0.117424,0.002054,0.444358
1.340000,0.936474,0.921446,0.015020,0.117575,0.001426,0.444267
1.350000,0.936474,0.921443,0.015028,0.117725,0.000840,0.444182
1.360000,0.936474,0.921446,0.015031,0.117875,0.000291,0.444101
1.370000,0.936474,0.921453,0.015029,0.118026,-0.000222,0.444026
1.380000,0.936474,0.921464,0.015022,0.118176,-0.000702,0.443955
1.390000,0.936474,0.921480,0.015010,0.118326,-0.001150,0.443888
1.400000,0.936474,0.921499,0.014994,0.118476,-0.001568,0.443826
1.410000,0.936474,0.921523,0.014975,0.118626,-0.001959,0.443767
1.420000,0.936474,0.921549,0.014952,0.118775,-0.002323,0.443711
1.430000,0.936474,0.921579,0.014925,0.118924,-0.002663,0.443659
1.440000,0.936474,0.921612,0.014895,0.119073,-0.002980,0.443611
1.450000,0.936474,0.921647,0.014862,0.119222,-0.003275,0.443565
1.460000,0.936474,0.921685,0.014827,0.119370,-0.003550,0.443522
1.470000,0.936474,0.921726,0.014789,0.119518,-0.003806,0.443481
1.480000,0.936474,0.921768,0.014748,0.119666,-0.004044,0.443443
1.490000,0.936474,0.921813,0.014706,0.119813,-0.004265,0.443408
1.500000,0.936474,0.921860,0.014661,0.119959,-0.004470,0.443374
1.510000,0.936474,0.921908,0.014614,0.120105,-0.004660,0.443343
1.520000,0.936474,0.921958,0.014566,0.120251,-0.004836,0.443313
1.530000,0.936474,0.922010,0.014516,0.120396,-0.005000,0.443285
1.540000,0.936474,0.922062,0.014465,0.120541,-0.005151,0.443259
1.550000,0.936474,0.922117,0.014412,0.120685,-0.005290,0.443235
1.560000,0.936474,0.922172,0.014358,0.120828,-0.005419,0.443212
1.570000,0.936474,0.922228,0.014302,0.120972,-0.005537,0.443190
1.580000,0.936474,0.922286,0.014246,0.121114,-0.005646,0.443170
1.590000,0.936474,0.922344,0.014188,0.121256,-0.005746,0.443151
1.600000,0.936474,0.922404,0.014130,0.121397,-0.005837,0.443133
1.610000,0.936474,0.922464,0.014071,0.121538,-0.005921,0.443117
1.620000,0.936474,0.922524,0.014011,0.121678,-0.005997,0.443101
1.630000,0.936474,0.922585,0.013950,0.121817,-0.006066,0.443086
1.640000,0.936474,0.922647,0.013889,0.121956,-0.006129,0.443072
1.650000,0.936474,0.922710,0.013827,0.122095,-0.006185,0.443060
1.660000,0.936474,0.922772,0.013764,0.122232,-0.006236,0.443047
1.670000,0.936474,0.922836,0.013702,0.122369,-0.006282,0.443036
1.680000,0.936474,0.922899,0.013638,0.122506,-0.006322,0.443025
1.690000,0.936474,0.922963,0.013575,0.122641,-0.006358,0.443015
1.700000,0.936474,0.923027,0.013511,0.122777,-0.006389,0.443006
1.710000,0.936474,0.923092,0.013447,0.122911,-0.006417,0.442997
1.720000,0.936474,0.923156,0.013382,0.123045,-0.006440,0.442989
1.730000,0.936474,0.923221,0.013318,0.123178,-0.006460,0.442981
1.740000,0.936474,0.923286,0.013253,0.123311,-0.006476,0.442974
1.750000,0.936474,0.923351,0.013188,0.123442,-0.006489,0.442967
1.760000,0.936474,0.923416,0.013123,0.123574,-0.006499,0.442961
1.770000,0.936474,0.923481,0.013058,0.123704,-0.006506,0.442955
1.780000,0.936474,0.923546,0.012993,0.123834,-0.006511,0.442950
1.790000,0.936474,0.923611,0.012928,0.123963,-0.006513,0.442945
1.800000,0.936474,0.923677,0.012863,0.124092,-0.006513,0.442940
1.810000,0.936474,0.923742,0.012798,0.124220,-0.006511,0.442935
1.820000,0.936474,0.923807,0.012733,0.124347,-0.006507,0.442931
1.830000,0.936474,0.923872,0.012668,0.124474,-0.006501,0.442927
1.840000,0.936474,0.923936,0.012603,0.124600,-0.006493,0.442923
1.850000,0.936474,0.924001,0.012538,0.124725,-0.006483,0.442920
1.860000,0.936474,0.924066,0.012473,0.124850,-0.006472,0.442917
1.870000,0.936474,0.924130,0.012408,0.124974,-0.006460,0.442914
1.880000,0.936474,0.924194,0.012344,0.125098,-0.006446,0.442911
1.890000,0.936474,0.924259,0.012280,0.125220,-0.006431,0.442908
1.900000,0.936474,0.924323,0.012216,0.125343,-0.006415,0.442906
1.910000,0.936474,0.924386,0.012152,0.125464,-0.006398,0.442904
1.920000,0.936474,0.924450,0.012088,0.125585,-0.006380,0.442902
1.930000,0.936474,0.924513,0.012024,0.125705,-0.006361,0.442900
1.940000,0.936474,0.924577,0.011961,0.125825,-0.006341,0.442898
1.950000,0.936474,0.924640,0.011898,0.125944,-0.006321,0.442896
1.960000,0.936474,0.924702,0.011835,0.126062,-0.006299,0.442895
1.970000,0.936474,0.924765,0.011772,0.126180,-0.006277,0.442893
1.980000,0.936474,0.924827,0.011709,0.126297,-0.006254,0.442892
1.990000,0.936474,0.924889,0.011647,0.126413,-0.006231,0.442891
2.000000,0.936474,0.924951,0.011585,0.126529,-0.006207,0.442890
2.010000,0.936474,0.925013,0.011523,0.126645,-0.006183,0.442889
2.020000,0.936474,0.925074,0.011461,0.126759,-0.006158,0.442888
2.030000,0.936474,0.925135,0.011400,0.126873,-0.006133,0.442887
2.040000,0.936474,0.925196,0.011339,0.126987,-0.006108,0.442886
2.050000,0.936474,0.925256,0.011278,0.127099,-0.006082,0.442886
2.060000,0.936474,0.925317,0.011218,0.127212,-0.006056,0.442885
2.070000,0.936474,0.925377,0.011157,0.127323,-0.006029,0.442884
2.080000,0.936474,0.925437,0.011097,0.127434,-0.006002,0.442884
2.090000,0.936474,0.925496,0.011038,0.127544,-0.005976,0.442883
2.100000,0.936474,0.925555,0.010978,0.127654,-0.005948,0.442883
2.110000,0.936474,0.925614,0.010919,0.127763,-0.005921,0.442883
2.120000,0.936474,0.925673,0.010860,0.127872,-0.005894,0.442882
2.130000,0.936474,0.925731,0.010801,0.127980,-0.005866,0.442882
2.140000,0.936474,0.925789,0.010743,0.128087,-0.005838,0.442882
2.150000,0.936474,0.925847,0.010685,0.128194,-0.005810,0.442882
2.160000,0.936474,0.925905,0.010627,0.128301,-0.005782,0.442881
2.170000,0.936474,0.925962,0.010569,0.128406,-0.005754,0.442881
2.180000,0.936474,0.926019,0.010512,0.128511,-0.005726,0.442881
2.190000,0.936474,0.926076,0.010455,0.128616,-0.005698,0.442881
2.200000,0.936474,0.926132,0.010399,0.128720,-0.005670,0.442881
2.210000,0.936474,0.926188,0.010342,0.128823,-0.005642,0.442881
2.220000,0.936474,0.926244,0.010286,0.128926,-0.005613,0.442881
2.230000,0.936474,0.926300,0.010230,0.129029,-0.005585,0.442881
2.240000,0.936474,0.926355,0.010175,0.129130,-0.005557,0.442881
2.250000,0.936474,0.926410,0.010119,0.129231,-0.005529,0.442881
2.260000,0.936474,0.926465,0.010064,0.129332,-0.005501,0.442881
2.270000,0.936474,0.926519,0.010010,0.129432,-0.005472,0.442881
2.280000,0.936474,0.926573,0.009955,0.129532,-0.005444,0.442881
2.290000,0.936474,0.926627,0.009901,0.129631,-0.005416,0.442881
2.300000,0.936474,0.926681,0.009847,0.129729,-0.005388,0.442882
2.310000,0.936474,0.926734,0.009793,0.129827,-0.005360,0.442882
2.320000,0.936474,0.926787,0.009740,0.129925,-0.005332,0.442882
2.330000,0.936474,0.926840,0.009687,0.130021,-0.005305,0.442882
2.340000,0.936474,0.926892,0.009634,0.130118,-0.005277,0.442882
2.350000,0.936474,0.926945,0.009582,0.130214,-0.005249,0.442882
2.360000,0.936474,0.926997,0.009530,0.130309,-0.005222,0.442883
2.370000,0.936474,0.927048,0.009478,0.130404,-0.005194,0.442883
2.380000,0.936474,0.927100,0.009426,0.130498,-0.005167,0.442883
2.390000,0.936474,0.927151,0.009375,0.130592,-0.005139,0.442883
2.400000,0.936474,0.927202,0.009323,0.130685,-0.005112,0.442883
2.410000,0.936474,0.927252,0.009273,0.130778,-0.005085,0.442884
2.420000,0.936474,0.927302,0.009222,0.130870,-0.005058,0.442884
2.430000,0.936474,0.927352,0.009172,0.130962,-0.005031,0.442884
2.440000,0.936474,0.927402,0.009122,0.131053,-0.005004,0.442884
2.450000,0.936474,0.927452,0.009072,0.131144,-0.004977,0.442885
2.460000,0.936474,0.927501,0.009022,0.131234,-0.004951,0.442885
2.470000,0.936474,0.927550,0.008973,0.131323,-0.004924,0.442885
2.480000,0.936474,0.927599,0.008924,0.131413,-0.004898,0.442885
2.490000,0.936474,0.927647,0.008875,0.131501,-0.004872,0.442886
2.500000,0.936474,0.927695,0.008827,0.131590,-0.004845,0.442886
2.510000,0.936474,0.927743,0.008779,0.131678,-0.004819,0.442886
2.520000,0.936474,0.927791,0.008731,0.131765,-0.004793,0.442886
2.530000,0.936474,0.927838,0.008683,0.131852,-0.004768,0.442887
2.540000,0.936474,0.927886,0.008636,0.131938,-0.004742,0.442887
2.550000,0.936474,0.927932,0.008589,0.132024,-0.004716,0.442887
2.560000,0.936474,0.927979,0.008542,0.132109,-0.004691,0.442887
2.570000,0.936474,0.928026,0.008495,0.132194,-0.004665,0.442888
2.580000,0.936474,0.928072,0.008449,0.132279,-0.004640,0.442888
2.590000,0.936474,0.928118,0.008403,0.132363,-0.004615,0.442888
2.600000,0.936474,0.928163,0.008357,0.132446,-0.004590,0.442889
2.610000,0.936474,0.928209,0.008311,0.132529,-0.004565,0.442889
2.620000,0.936474,0.928254,0.008266,0.132612,-0.004541,0.442889
2.630000,0.936474,0.928299,0.008220,0.132694,-0.004516,0.442889
2.640000,0.936474,0.928343,0.008175,0.132776,-0.004491,0.442890
2.650000,0.936474,0.928388,0.008131,0.132857,-0.004467,0.442890
2.660000,0.936474,0.928432,0.008086,0.132938,-0.004443,0.442890
2.670000,0.936474,0.928476,0.008042,0.133019,-0.004419,0.442890
2.680000,0.936474,0.928520,0.007998,0.133099,-0.004395,0.442891
2.690000,0.936474,0.928563,0.007955,0.133178,-0.004371,0.442891
2.700000,0.936474,0.928606,0.007911,0.133257,-0.004347,0.442891
2.710000,0.936474,0.928649,0.007868,0.133336,-0.004323,0.442892
2.720000,0.936474,0.928692,0.007825,0.133414,-0.004300,0.442892
2.730000,0.936474,0.928735,0.007782,0.133492,-0.004276,0.442892
2.740000,0.936474,0.928777,0.007740,0.133569,-0.004253,0.442892
2.750000,0.936474,0.928819,0.007697,0.133646,-0.004230,0.442893
2.760000,0.936474,0.928861,0.007655,0.133723,-0.004207,0.442893
2.770000,0.936474,0.928902,0.007613,0.133799,-0.004184,0.442893
2.780000,0.936474,0.928944,0.007572,0.133875,-0.004161,0.442893
2.790000,0.936474,0.928985,0.007530,0.133950,-0.004139,0.442894
2.800000,0.936474,0.929026,0.007489,0.134025,-0.004116,0.442894
2.810000,0.936474,0.929067,0.007448,0.134099,-0.004094,0.442894
2.820000,0.936474,0.929107,0.007408,0.134174,-0.004071,0.442895
2.830000,0.936474,0.929147,0.007367,0.134247,-0.004049,0.442895
2.840000,0.936474,0.929187,0.007327,0.134321,-0.004027,0.442895
2.850000,0.936474,0.929227,0.007287,0.134393,-0.004005,0.442895
2.860000,0.936474,0.929267,0.007247,0.134466,-0.003983,0.442896
2.870000,0.936474,0.929306,0.007207,0.134538,-0.003961,0.442896
2.880000,0.936474,0.929345,0.007168,0.134610,-0.003940,0.442896
2.890000,0.936474,0.929384,0.007129,0.134681,-0.003918,0.442896
2.900000,0.936474,0.929423,0.007090,0.134752,-0.003897,0.442897
2.910000,0.936474,0.929462,0.007051,0.134822,-0.003876,0.442897
2.920000,0.936474,0.929500,0.007012,0.134892,-0.003855,0.442897
2.930000,0.936474,0.929538,0.006974,0.134962,-0.003833,0.442897
2.940000,0.936474,0.929576,0.006936,0.135032,-0.003813,0.442898
2.950000,0.936474,0.929614,0.006898,0.135100,-0.003792,0.442898
2.960000,0.936474,0.929651,0.006860,0.135169,-0.003771,0.442898
2.970000,0.936474,0.929689,0.006823,0.135237,-0.003750,0.442898
2.980000,0.936474,0.929726,0.006786,0.135305,-0.003730,0.442899
2.990000,0.936474,0.929763,0.006748,0.135373,-0.003710,0.442899
3.000000,0.936474,0.929799,0.006712,0.135440,-0.003689,0.442899
3.010000,0.936474,0.929836,0.006675,0.135507,-0.003669,0.442899
3.020000,0.936474,0.929872,0.006638,0.135573,-0.003649,0.442900
3.030000,0.936474,0.929908,0.006602,0.135639,-0.003629,0.442900
3.040000,0.936474,0.929944,0.006566,0.135705,-0.003609,0.442900
3.050000,0.936474,0.929980,0.006530,0.135770,-0.003590,0.442900
3.060000,0.936474,0.930015,0.006494,0.135835,-0.003570,0.442901
3.070000,0.936474,0.930051,0.006459,0.135899,-0.003551,0.442901
3.080000,0.936474,0.930086,0.006424,0.135964,-0.003531,0.442901
3.090000,0.936474,0.930121,0.006388,0.136028,-0.003512,0.442901
3.100000,0.936474,0.930155,0.006354,0.136091,-0.003493,0.442902
3.110000,0.936474,0.930190,0.006319,0.136154,-0.003474,0.442902
3.120000,0.936474,0.930224,0.006284,0.136217,-0.003455,0.442902
3.130000,0.936474,0.930258,0.006250,0.136280,-0.003436,0.442902
3.140000,0.936474,0.930292,0.006216,0.136342,-0.003417,0.442903
3.150000,0.936474,0.930326,0.006182,0.136404,-0.003398,0.442903
3.160000,0.936474,0.930360,0.006148,0.136465,-0.003380,0.442903
3.170000,0.936474,0.930393,0.006114,0.136526,-0.003361,0.442903
3.180000,0.936474,0.930427,0.006081,0.136587,-0.003343,0.442903
3.190000,0.936474,0.930460,0.006048,0.136647,-0.003325,0.442904
3.200000,0.936474,0.930492,0.006015,0.136708,-0.003306,0.442904
3.210000,0.936474,0.930525,0.005982,0.136767,-0.003288,0.442904
3.220000,0.936474,0.930558,0.005949,0.136827,-0.003270,0.442904
3.230000,0.936474,0.930590,0.005916,0.136886,-0.003252,0.442905
3.240000,0.936474,0.930622,0.005884,0.136945,-0.003235,0.442905
3.250000,0.936474,0.930654,0.005852,0.137003,-0.003217,0.442905
3.260000,0.936474,0.930686,0.005820,0.137062,-0.003199,0.442905
3.270000,0.936474,0.930718,0.005788,0.137120,-0.003182,0.442905
3.280000,0.936474,0.930749,0.005756,0.137177,-0.003165,0.442906
3.290000,0.936474,0.930780,0.005725,0.137234,-0.003147,0.442906
3.300000,0.936474,0.930812,0.005694,0.137291,-0.003130,0.442906
3.310000,0.936474,0.930843,0.005663,0.137348,-0.003113,0.442906
3.320000,0.936474,0.930873,0.005632,0.137404,-0.003096,0.442906
3.330000,0.936474,0.930904,0.005601,0.137460,-0.003079,0.442907
3.340000,0.936474,0.930934,0.005570,0.137516,-0.003062,0.442907
3.350000,0.936474,0.930965,0.005540,0.137571,-0.003045,0.442907
3.360000,0.936474,0.930995,0.005509,0.137626,-0.003029,0.442907
3.370000,0.936474,0.931025,0.005479,0.137681,-0.003012,0.442908
3.380000,0.936474,0.931055,0.005449,0.137736,-0.002996,0.442908
3.390000,0.936474,0.931084,0.005420,0.137790,-0.002979,0.442908
3.400000,0.936474,0.931114,0.005390,0.137844,-0.002963,0.442908
3.410000,0.936474,0.931143,0.005360,0.137897,-0.002947,0.442908
3.420000,0.936474,0.931172,0.005331,0.137951,-0.002931,0.442909
3.430000,0.936474,0.931201,0.005302,0.138004,-0.002915,0.442909
3.440000,0.936474,0.931230,0.005273,0.138056,-0.002899,0.442909
3.450000,0.936474,0.931259,0.005244,0.138109,-0.002883,0.442909
3.460000,0.936474,0.931287,0.005216,0.138161,-0.002867,0.442909
3.470000,0.936474,0.931316,0.005187,0.138213,-0.002852,0.442909
3.480000,0.936474,0.931344,0.005159,0.138265,-0.002836,0.442910
3.490000,0.936474,0.931372,0.005130,0.138316,-0.002820,0.442910
3.500000,0.936474,0.931400,0.005102,0.138367,-0.002805,0.442910
3.510000,0.936474,0.931427,0.005075,0.138418,-0.002790,0.442910
3.520000,0.936474,0.931455,0.005047,0.138468,-0.002774,0.442910
3.530000,0.936474,0.931482,0.005019,0.138518,-0.002759,0.442911
3.540000,0.936474,0.931510,0.004992,0.138568,-0.002744,0.442911
3.550000,0.936474,0.931537,0.004964,0.138618,-0.002729,0.442911
3.560000,0.936474,0.931564,0.004937,0.138667,-0.002714,0.442911
3.570000,0.936474,0.931591,0.004910,0.138716,-0.002699,0.442911
3.580000,0.936474,0.931617,0.004883,0.138765,-0.002685,0.442912
3.590000,0.936474,0.931644,0.004857,0.138814,-0.002670,0.442912
3.600000,0.936474,0.931670,0.004830,0.138862,-0.002655,0.442912
3.610000,0.936474,0.931697,0.004804,0.138910,-0.002641,0.442912
3.620000,0.936474,0.931723,0.004778,0.138958,-0.002626,0.442912
3.630000,0.936474,0.931749,0.004751,0.139005,-0.002612,0.442912
3.640000,0.936474,0.931775,0.004725,0.139053,-0.002598,0.442913
3.650000,0.936474,0.931800,0.004700,0.139100,-0.002584,0.442913
3.660000,0.936474,0.931826,0.004674,0.139146,-0.002569,0.442913
3.670000,0.936474,0.931851,0.004648,0.139193,-0.002555,0.442913
3.680000,0.936474,0.931877,0.004623,0.139239,-0.002541,0.442913
3.690000,0.936474,0.931902,0.004598,0.139285,-0.002528,0.442913
3.700000,0.936474,0.931927,0.004573,0.139331,-0.002514,0.442914
3.710000,0.936474,0.931952,0.004548,0.139376,-0.002500,0.442914
3.720000,0.936474,0.931976,0.004523,0.139421,-0.002486,0.442914
3.730000,0.936474,0.932001,0.004498,0.139466,-0.002473,0.442914
3.740000,0.936474,0.932025,0.004473,0.139511,-0.002459,0.442914
3.750000,0.936474,0.932050,0.004449,0.139556,-0.002446,0.442915
3.760000,0.936474,0.932074,0.004425,0.139600,-0.002432,0.442915
3.770000,0.936474,0.932098,0.004400,0.139644,-0.002419,0.442915
3.780000,0.936474,0.932122,0.004376,0.139688,-0.002406,0.442915
3.790000,0.936474,0.932146,0.004352,0.139731,-0.002393,0.442915
3.800000,0.936474,0.932169,0.004329,0.139774,-0.002380,0.442915
3.810000,0.936474,0.932193,0.004305,0.139818,-0.002367,0.442915
3.820000,0.936474,0.932216,0.004281,0.139860,-0.002354,0.442916
3.830000,0.936474,0.932239,0.004258,0.139903,-0.002341,0.442916
3.840000,0.936474,0.932263,0.004235,0.139945,-0.002328,0.442916
3.850000,0.936474,0.932286,0.004212,0.139987,-0.002315,0.442916
3.860000,0.936474,0.932309,0.004189,0.140029,-0.002303,0.442916
