Tijd (s),Setpoint (m),Hoogte (m),Fout,Fout_Integratie,Fout_Afgeleide,PWM
3.870000,0.936474,0.932331,0.004166,0.140071,-0.002290,0.442916
3.880000,0.936474,0.932354,0.004143,0.140112,-0.002278,0.442917
3.890000,0.936474,0.932377,0.004120,0.140154,-0.002265,0.442917
3.900000,0.936474,0.932399,0.004098,0.140195,-0.002253,0.442917
3.910000,0.936474,0.932421,0.004075,0.140235,-0.002240,0.442917
3.920000,0.936474,0.932443,0.004053,0.140276,-0.002228,0.442917
3.930000,0.936474,0.932465,0.004031,0.140316,-0.002216,0.442917
3.940000,0.936474,0.932487,0.004009,0.140356,-0.002204,0.442917
3.950000,0.936474,0.932509,0.003987,0.140396,-0.002192,0.442918
3.960000,0.936474,0.932531,0.003965,0.140436,-0.002180,0.442918
3.970000,0.936474,0.932552,0.003943,0.140475,-0.002168,0.442918
3.980000,0.936474,0.932574,0.003922,0.140514,-0.002156,0.442918
3.990000,0.936474,0.932595,0.003900,0.140553,-0.002144,0.442918
4.000000,0.936474,0.932616,0.003879,0.140592,-0.002133,0.442918
4.010000,0.936474,0.932637,0.003858,0.140631,-0.002121,0.442919
4.020000,0.936474,0.932658,0.003837,0.140669,-0.002109,0.442919
4.030000,0.936474,0.932679,0.003816,0.140707,-0.002098,0.442919
4.040000,0.936474,0.932700,0.003795,0.140745,-0.002086,0.442919
4.050000,0.936474,0.932721,0.003774,0.140783,-0.002075,0.442919
4.060000,0.936474,0.932741,0.003754,0.140821,-0.002063,0.442919
4.070000,0.936474,0.932762,0.003733,0.140858,-0.002052,0.442919
4.080000,0.936474,0.932782,0.003713,0.140895,-0.002041,0.442919
4.090000,0.936474,0.932802,0.003692,0.140932,-0.002030,0.442920
4.100000,0.936474,0.932822,0.003672,0.140969,-0.002019,0.442920
4.110000,0.936474,0.932842,0.003652,0.141005,-0.002008,0.442920
4.120000,0.936474,0.932862,0.003632,0.141041,-0.001997,0.442920
4.130000,0.936474,0.932882,0.003612,0.141078,-0.001986,0.442920
4.140000,0.936474,0.932901,0.003592,0.141113,-0.001975,0.442920
4.150000,0.936474,0.932921,0.003573,0.141149,-0.001964,0.442920
4.160000,0.936474,0.932940,0.003553,0.141185,-0.001953,0.442921
4.170000,0.936474,0.932960,0.003534,0.141220,-0.001943,0.442921
4.180000,0.936474,0.932979,0.003515,0.141255,-0.001932,0.442921
4.190000,0.936474,0.932998,0.003495,0.141290,-0.001922,0.442921
4.200000,0.936474,0.933017,0.003476,0.141325,-0.001911,0.442921
4.210000,0.936474,0.933036,0.003457,0.141360,-0.001901,0.442921
4.220000,0.936474,0.933055,0.003438,0.141394,-0.001890,0.442921
4.230000,0.936474,0.933073,0.003420,0.141428,-0.001880,0.442921
4.240000,0.936474,0.933092,0.003401,0.141462,-0.001870,0.442922
4.250000,0.936474,0.933110,0.003382,0.141496,-0.001859,0.442922
4.260000,0.936474,0.933129,0.003364,0.141530,-0.001849,0.442922
4.270000,0.936474,0.933147,0.003345,0.141563,-0.001839,0.442922
4.280000,0.936474,0.933165,0.003327,0.141596,-0.001829,0.442922
4.290000,0.936474,0.933183,0.003309,0.141629,-0.001819,0.442922
4.300000,0.936474,0.933201,0.003291,0.141662,-0.001809,0.442922
4.310000,0.936474,0.933219,0.003273,0.141695,-0.001799,0.442922
4.320000,0.936474,0.933237,0.003255,0.141728,-0.001789,0.442923
4.330000,0.936474,0.933255,0.003237,0.141760,-0.001780,0.442923
4.340000,0.936474,0.933272,0.003219,0.141792,-0.001770,0.442923
4.350000,0.936474,0.933290,0.003202,0.141824,-0.001760,0.442923
4.360000,0.936474,0.933307,0.003184,0.141856,-0.001751,0.442923
4.370000,0.936474,0.933325,0.003167,0.141888,-0.001741,0.442923
4.380000,0.936474,0.933342,0.003150,0.141919,-0.001731,0.442923
4.390000,0.936474,0.933359,0.003132,0.141950,-0.001722,0.442923
4.400000,0.936474,0.933376,0.003115,0.141982,-0.001713,0.442924
4.410000,0.936474,0.933393,0.003098,0.142013,-0.001703,0.442924
4.420000,0.936474,0.933410,0.003081,0.142043,-0.001694,0.442924
4.430000,0.936474,0.933427,0.003064,0.142074,-0.001685,0.442924
4.440000,0.936474,0.933443,0.003048,0.142105,-0.001675,0.442924
4.450000,0.936474,0.933460,0.003031,0.142135,-0.001666,0.442924
4.460000,0.936474,0.933476,0.003014,0.142165,-0.001657,0.442924
4.470000,0.936474,0.933493,0.002998,0.142195,-0.001648,0.442924
4.480000,0.936474,0.933509,0.002982,0.142225,-0.001639,0.442924
4.490000,0.936474,0.933525,0.002965,0.142254,-0.001630,0.442925
4.500000,0.936474,0.933541,0.002949,0.142284,-0.001621,0.442925
4.510000,0.936474,0.933557,0.002933,0.142313,-0.001612,0.442925
4.520000,0.936474,0.933573,0.002917,0.142342,-0.001604,0.442925
4.530000,0.936474,0.933589,0.002901,0.142371,-0.001595,0.442925
4.540000,0.936474,0.933605,0.002885,0.142400,-0.001586,0.442925
4.550000,0.936474,0.933621,0.002869,0.142429,-0.001577,0.442925
4.560000,0.936474,0.933636,0.002854,0.142458,-0.001569,0.442925
4.570000,0.936474,0.933652,0.002838,0.142486,-0.001560,0.442925
4.580000,0.936474,0.933667,0.002822,0.142514,-0.001552,0.442926
4.590000,0.936474,0.933682,0.002807,0.142542,-0.001543,0.442926
4.600000,0.936474,0.933698,0.002792,0.142570,-0.001535,0.442926
4.610000,0.936474,0.933713,0.002776,0.142598,-0.001526,0.442926
4.620000,0.936474,0.933728,0.002761,0.142625,-0.001518,0.442926
4.630000,0.936474,0.933743,0.002746,0.142653,-0.001510,0.442926
4.640000,0.936474,0.933758,0.002731,0.142680,-0.001501,0.442926
4.650000,0.936474,0.933773,0.002716,0.142707,-0.001493,0.442926
4.660000,0.936474,0.933788,0.002701,0.142734,-0.001485,0.442926
4.670000,0.936474,0.933802,0.002687,0.142761,-0.001477,0.442926
4.680000,0.936474,0.933817,0.002672,0.142788,-0.001469,0.442927
4.690000,0.936474,0.933831,0.002657,0.142815,-0.001461,0.442927
4.700000,0.936474,0.933846,0.002643,0.142841,-0.001453,0.442927
4.710000,0.936474,0.933860,0.002628,0.142867,-0.001445,0.442927
4.720000,0.936474,0.933875,0.002614,0.142893,-0.001437,0.442927
4.730000,0.936474,0.933889,0.002600,0.142919,-0.001429,0.442927
4.740000,0.936474,0.933903,0.002585,0.142945,-0.001421,0.442927
4.750000,0.936474,0.933917,0.002571,0.142971,-0.001414,0.442927
4.760000,0.936474,0.933931,0.002557,0.142997,-0.001406,0.442927
4.770000,0.936474,0.933945,0.002543,0.143022,-0.001398,0.442927
4.780000,0.936474,0.933959,0.002529,0.143047,-0.001391,0.442928
4.790000,0.936474,0.933972,0.002516,0.143072,-0.001383,0.442928
4.800000,0.936474,0.933986,0.002502,0.143097,-0.001375,0.442928
4.810000,0.936474,0.934000,0.002488,0.143122,-0.001368,0.442928
4.820000,0.936474,0.934013,0.002474,0.143147,-0.001360,0.442928
4.830000,0.936474,0.934027,0.002461,0.143172,-0.001353,0.442928
4.840000,0.936474,0.934040,0.002448,0.143196,-0.001346,0.442928
4.850000,0.936474,0.934053,0.002434,0.143221,-0.001338,0.442928
4.860000,0.936474,0.934067,0.002421,0.143245,-0.001331,0.442928
4.870000,0.936474,0.934080,0.002408,0.143269,-0.001324,0.442928
4.880000,0.936474,0.934093,0.002394,0.143293,-0.001316,0.442928
4.890000,0.936474,0.934106,0.002381,0.143317,-0.001309,0.442929
4.900000,0.936474,0.934119,0.002368,0.143340,-0.001302,0.442929
4.910000,0.936474,0.934132,0.002355,0.143364,-0.001295,0.442929
4.920000,0.936474,0.934145,0.002342,0.143387,-0.001288,0.442929
4.930000,0.936474,0.934157,0.002330,0.143411,-0.001281,0.442929
4.940000,0.936474,0.934170,0.002317,0.143434,-0.001274,0.442929
4.950000,0.936474,0.934183,0.002304,0.143457,-0.001267,0.442929
4.960000,0.936474,0.934195,0.002292,0.143480,-0.001260,0.442929
4.970000,0.936474,0.934207,0.002279,0.143502,-0.001253,0.442929
4.980000,0.936474,0.934220,0.002267,0.143525,-0.001246,0.442929
4.990000,0.936474,0.934232,0.002254,0.143548,-0.001239,0.442929
5.000000,0.936474,0.934244,0.002242,0.143570,-0.001233,0.442929
5.010000,0.936474,0.934257,0.002230,0.143592,-0.001226,0.442930
5.020000,0.936474,0.934269,0.002218,0.143615,-0.001219,0.442930
5.030000,0.936474,0.934281,0.002205,0.143637,-0.001212,0.442930
5.040000,0.936474,0.934293,0.002193,0.143659,-0.001206,0.442930
5.050000,0.936474,0.934305,0.002181,0.143680,-0.001199,0.442930
5.060000,0.936474,0.934317,0.002169,0.143702,-0.001193,0.442930
5.070000,0.936474,0.934328,0.002158,0.143724,-0.001186,0.442930
5.080000,0.936474,0.934340,0.002146,0.143745,-0.001180,0.442930
5.090000,0.936474,0.934352,0.002134,0.143766,-0.001173,0.442930
5.100000,0.936474,0.934363,0.002122,0.143788,-0.001167,0.442930
5.110000,0.936474,0.934375,0.002111,0.143809,-0.001160,0.442930
5.120000,0.936474,0.934386,0.002099,0.143830,-0.001154,0.442930
5.130000,0.936474,0.934398,0.002088,0.143851,-0.001148,0.442931
5.140000,0.936474,0.934409,0.002076,0.143871,-0.001141,0.442931
5.150000,0.936474,0.934420,0.002065,0.143892,-0.001135,0.442931
5.160000,0.936474,0.934432,0.002054,0.143913,-0.001129,0.442931
5.170000,0.936474,0.934443,0.002042,0.143933,-0.001123,0.442931
5.180000,0.936474,0.934454,0.002031,0.143953,-0.001117,0.442931
5.190000,0.936474,0.934465,0.002020,0.143974,-0.001111,0.442931
5.200000,0.936474,0.934476,0.002009,0.143994,-0.001105,0.442931
5.210000,0.936474,0.934487,0.001998,0.144014,-0.001098,0.442931
5.220000,0.936474,0.934498,0.001987,0.144033,-0.001092,0.442931
5.230000,0.936474,0.934509,0.001976,0.144053,-0.001086,0.442931
5.240000,0.936474,0.934519,0.001966,0.144073,-0.001081,0.442931
5.250000,0.936474,0.934530,0.001955,0.144092,-0.001075,0.442931
5.260000,0.936474,0.934541,0.001944,0.144112,-0.001069,0.442931
5.270000,0.936474,0.934551,0.001933,0.144131,-0.001063,0.442932
5.280000,0.936474,0.934562,0.001923,0.144150,-0.001057,0.442932
5.290000,0.936474,0.934572,0.001912,0.144170,-0.001051,0.442932
5.300000,0.936474,0.934583,0.001902,0.144189,-0.001046,0.442932
5.310000,0.936474,0.934593,0.001892,0.144207,-0.001040,0.442932
5.320000,0.936474,0.934603,0.001881,0.144226,-0.001034,0.442932
5.330000,0.936474,0.934613,0.001871,0.144245,-0.001029,0.442932
5.340000,0.936474,0.934624,0.001861,0.144264,-0.001023,0.442932
5.350000,0.936474,0.934634,0.001851,0.144282,-0.001017,0.442932
5.360000,0.936474,0.934644,0.001840,0.144301,-0.001012,0.442932
5.370000,0.936474,0.934654,0.001830,0.144319,-0.001006,0.442932
5.380000,0.936474,0.934664,0.001820,0.144337,-0.001001,0.442932
5.390000,0.936474,0.934674,0.001810,0.144355,-0.000995,0.442932
5.400000,0.936474,0.934684,0.001800,0.144373,-0.000990,0.442932
5.410000,0.936474,0.934693,0.001791,0.144391,-0.000984,0.442933
5.420000,0.936474,0.934703,0.001781,0.144409,-0.000979,0.442933
5.430000,0.936474,0.934713,0.001771,0.144427,-0.000974,0.442933
5.440000,0.936474,0.934722,0.001761,0.144444,-0.000968,0.442933
5.450000,0.936474,0.934732,0.001752,0.144462,-0.000963,0.442933
5.460000,0.936474,0.934741,0.001742,0.144479,-0.000958,0.442933
5.470000,0.936474,0.934751,0.001733,0.144496,-0.000953,0.442933
5.480000,0.936474,0.934760,0.001723,0.144514,-0.000947,0.442933
5.490000,0.936474,0.934770,0.001714,0.144531,-0.000942,0.442933
5.500000,0.936474,0.934779,0.001704,0.144548,-0.000937,0.442933
5.510000,0.936474,0.934788,0.001695,0.144565,-0.000932,0.442933
5.520000,0.936474,0.934798,0.001686,0.144582,-0.000927,0.442933
5.530000,0.936474,0.934807,0.001677,0.144598,-0.000922,0.442933
5.540000,0.936474,0.934816,0.001667,0.144615,-0.000917,0.442933
5.550000,0.936474,0.934825,0.001658,0.144632,-0.000912,0.442933
5.560000,0.936474,0.934834,0.001649,0.144648,-0.000907,0.442934
5.570000,0.936474,0.934843,0.001640,0.144665,-0.000902,0.442934
5.580000,0.936474,0.934852,0.001631,0.144681,-0.000897,0.442934
5.590000,0.936474,0.934861,0.001622,0.144697,-0.000892,0.442934
5.600000,0.936474,0.934869,0.001613,0.144713,-0.000887,0.442934
5.610000,0.936474,0.934878,0.001605,0.144729,-0.000882,0.442934
5.620000,0.936474,0.934887,0.001596,0.144745,-0.000877,0.442934
5.630000,0.936474,0.934896,0.001587,0.144761,-0.000873,0.442934
5.640000,0.936474,0.934904,0.001578,0.144777,-0.000868,0.442934
5.650000,0.936474,0.934913,0.001570,0.144793,-0.000863,0.442934
5.660000,0.936474,0.934921,0.001561,0.144808,-0.000858,0.442934
5.670000,0.936474,0.934930,0.001553,0.144824,-0.000854,0.442934
5.680000,0.936474,0.934938,0.001544,0.144839,-0.000849,0.442934
5.690000,0.936474,0.934947,0.001536,0.144855,-0.000844,0.442934
5.700000,0.936474,0.934955,0.001527,0.144870,-0.000840,0.442934
5.710000,0.936474,0.934963,0.001519,0.144885,-0.000835,0.442934
5.720000,0.936474,0.934972,0.001511,0.144900,-0.000831,0.442934
5.730000,0.936474,0.934980,0.001503,0.144915,-0.000826,0.442934
5.740000,0.936474,0.934988,0.001494,0.144930,-0.000821,0.442935
5.750000,0.936474,0.934996,0.001486,0.144945,-0.000817,0.442935
5.760000,0.936474,0.935004,0.001478,0.144960,-0.000813,0.442935
5.770000,0.936474,0.935012,0.001470,0.144974,-0.000808,0.442935
5.780000,0.936474,0.935020,0.001462,0.144989,-0.000804,0.442935
5.790000,0.936474,0.935028,0.001454,0.145004,-0.000799,0.442935
5.800000,0.936474,0.935036,0.001446,0.145018,-0.000795,0.442935
5.810000,0.936474,0.935044,0.001438,0.145032,-0.000791,0.442935
5.820000,0.936474,0.935052,0.001430,0.145047,-0.000786,0.442935
5.830000,0.936474,0.935060,0.001422,0.145061,-0.000782,0.442935
5.840000,0.936474,0.935067,0.001415,0.145075,-0.000778,0.442935
5.850000,0.936474,0.935075,0.001407,0.145089,-0.000773,0.442935
5.860000,0.936474,0.935083,0.001399,0.145103,-0.000769,0.442935
5.870000,0.936474,0.935090,0.001391,0.145117,-0.000765,0.442935
5.880000,0.936474,0.935098,0.001384,0.145131,-0.000761,0.442935
5.890000,0.936474,0.935105,0.001376,0.145145,-0.000757,0.442935
5.900000,0.936474,0.935113,0.001369,0.145158,-0.000752,0.442935
5.910000,0.936474,0.935120,0.001361,0.145172,-0.000748,0.442935
5.920000,0.936474,0.935128,0.001354,0.145186,-0.000744,0.442936
5.930000,0.936474,0.935135,0.001346,0.145199,-0.000740,0.442936
5.940000,0.936474,0.935142,0.001339,0.145212,-0.000736,0.442936
5.950000,0.936474,0.935150,0.001332,0.145226,-0.000732,0.442936
5.960000,0.936474,0.935157,0.001325,0.145239,-0.000728,0.442936
5.970000,0.936474,0.935164,0.001317,0.145252,-0.000724,0.442936
5.980000,0.936474,0.935171,0.001310,0.145265,-0.000720,0.442936
5.990000,0.936474,0.935178,0.001303,0.145278,-0.000716,0.442936
6.000000,0.936474,0.935185,0.001296,0.145291,-0.000712,0.442936
6.010000,0.936474,0.935193,0.001289,0.145304,-0.000708,0.442936
6.020000,0.936474,0.935200,0.001282,0.145317,-0.000705,0.442936
6.030000,0.936474,0.935207,0.001275,0.145330,-0.000701,0.442936
6.040000,0.936474,0.935213,0.001268,0.145342,-0.000697,0.442936
6.050000,0.936474,0.935220,0.001261,0.145355,-0.000693,0.442936
6.060000,0.936474,0.935227,0.001254,0.145367,-0.000689,0.442936
6.070000,0.936474,0.935234,0.001247,0.145380,-0.000686,0.442936
6.080000,0.936474,0.935241,0.001240,0.145392,-0.000682,0.442936
6.090000,0.936474,0.935248,0.001233,0.145405,-0.000678,0.442936
6.100000,0.936474,0.935254,0.001227,0.145417,-0.000674,0.442936
6.110000,0.936474,0.935261,0.001220,0.145429,-0.000671,0.442936
6.120000,0.936474,0.935268,0.001213,0.145441,-0.000667,0.442936
6.130000,0.936474,0.935274,0.001207,0.145453,-0.000663,0.442937
6.140000,0.936474,0.935281,0.001200,0.145465,-0.000660,0.442937
6.150000,0.936474,0.935287,0.001193,0.145477,-0.000656,0.442937
6.160000,0.936474,0.935294,0.001187,0.145489,-0.000653,0.442937
6.170000,0.936474,0.935300,0.001180,0.145501,-0.000649,0.442937
6.180000,0.936474,0.935307,0.001174,0.145513,-0.000645,0.442937
6.190000,0.936474,0.935313,0.001168,0.145524,-0.000642,0.442937
6.200000,0.936474,0.935319,0.001161,0.145536,-0.000638,0.442937
6.210000,0.936474,0.935326,0.001155,0.145548,-0.000635,0.442937
6.220000,0.936474,0.935332,0.001149,0.145559,-0.000631,0.442937
6.230000,0.936474,0.935338,0.001142,0.145570,-0.000628,0.442937
6.240000,0.936474,0.935344,0.001136,0.145582,-0.000625,0.442937
6.250000,0.936474,0.935351,0.001130,0.145593,-0.000621,0.442937
6.260000,0.936474,0.935357,0.001124,0.145604,-0.000618,0.442937
6.270000,0.936474,0.935363,0.001117,0.145616,-0.000614,0.442937
6.280000,0.936474,0.935369,0.001111,0.145627,-0.000611,0.442937
6.290000,0.936474,0.935375,0.001105,0.145638,-0.000608,0.442937
6.300000,0.936474,0.935381,0.001099,0.145649,-0.000604,0.442937
6.310000,0.936474,0.935387,0.001093,0.145660,-0.000601,0.442937
6.320000,0.936474,0.935393,0.001087,0.145670,-0.000598,0.442937
6.330000,0.936474,0.935399,0.001081,0.145681,-0.000594,0.442937
6.340000,0.936474,0.935405,0.001075,0.145692,-0.000591,0.442937
6.350000,0.936474,0.935410,0.001070,0.145703,-0.000588,0.442937
6.360000,0.936474,0.935416,0.001064,0.145713,-0.000585,0.442937
6.370000,0.936474,0.935422,0.001058,0.145724,-0.000582,0.442938
6.380000,0.936474,0.935428,0.001052,0.145734,-0.000578,0.442938
6.390000,0.936474,0.935434,0.001046,0.145745,-0.000575,0.442938
6.400000,0.936474,0.935439,0.001041,0.145755,-0.000572,0.442938
6.410000,0.936474,0.935445,0.001035,0.145766,-0.000569,0.442938
6.420000,0.936474,0.935451,0.001029,0.145776,-0.000566,0.442938
6.430000,0.936474,0.935456,0.001024,0.145786,-0.000563,0.442938
6.440000,0.936474,0.935462,0.001018,0.145796,-0.000560,0.442938
6.450000,0.936474,0.935467,0.001012,0.145807,-0.000557,0.442938
6.460000,0.936474,0.935473,0.001007,0.145817,-0.000554,0.442938
6.470000,0.936474,0.935478,0.001001,0.145827,-0.000551,0.442938
6.480000,0.936474,0.935484,0.000996,0.145837,-0.000548,0.442938
6.490000,0.936474,0.935489,0.000991,0.145846,-0.000545,0.442938
6.500000,0.936474,0.935494,0.000985,0.145856,-0.000542,0.442938
6.510000,0.936474,0.935500,0.000980,0.145866,-0.000539,0.442938
6.520000,0.936474,0.935505,0.000974,0.145876,-0.000536,0.442938
6.530000,0.936474,0.935510,0.000969,0.145886,-0.000533,0.442938
6.540000,0.936474,0.935516,0.000964,0.145895,-0.000530,0.442938
6.550000,0.936474,0.935521,0.000958,0.145905,-0.000527,0.442938
6.560000,0.936474,0.935526,0.000953,0.145914,-0.000524,0.442938
6.570000,0.936474,0.935531,0.000948,0.145924,-0.000521,0.442938
6.580000,0.936474,0.935536,0.000943,0.145933,-0.000518,0.442938
6.590000,0.936474,0.935542,0.000938,0.145943,-0.000515,0.442938
6.600000,0.936474,0.935547,0.000933,0.145952,-0.000513,0.442938
6.610000,0.936474,0.935552,0.000927,0.145961,-0.000510,0.442938
6.620000,0.936474,0.935557,0.000922,0.145970,-0.000507,0.442938
6.630000,0.936474,0.935562,0.000917,0.145980,-0.000504,0.442938
6.640000,0.936474,0.935567,0.000912,0.145989,-0.000502,0.442939
6.650000,0.936474,0.935572,0.000907,0.145998,-0.000499,0.442939
6.660000,0.936474,0.935577,0.000902,0.146007,-0.000496,0.442939
6.670000,0.936474,0.935582,0.000897,0.146016,-0.000493,0.442939
6.680000,0.936474,0.935587,0.000893,0.146025,-0.000491,0.442939
6.690000,0.936474,0.935591,0.000888,0.146034,-0.000488,0.442939
6.700000,0.936474,0.935596,0.000883,0.146042,-0.000485,0.442939
6.710000,0.936474,0.935601,0.000878,0.146051,-0.000483,0.442939
6.720000,0.936474,0.935606,0.000873,0.146060,-0.000480,0.442939
6.730000,0.936474,0.935611,0.000868,0.146069,-0.000477,0.442939
6.740000,0.936474,0.935615,0.000864,0.146077,-0.000475,0.442939
6.750000,0.936474,0.935620,0.000859,0.146086,-0.000472,0.442939
6.760000,0.936474,0.935625,0.000854,0.146094,-0.000470,0.442939
6.770000,0.936474,0.935629,0.000850,0.146103,-0.000467,0.442939
6.780000,0.936474,0.935634,0.000845,0.146111,-0.000464,0.442939
6.790000,0.936474,0.935638,0.000840,0.146120,-0.000462,0.442939
6.800000,0.936474,0.935643,0.000836,0.146128,-0.000459,0.442939
6.810000,0.936474,0.935648,0.000831,0.146136,-0.000457,0.442939
6.820000,0.936474,0.935652,0.000827,0.146145,-0.000454,0.442939
6.830000,0.936474,0.935657,0.000822,0.146153,-0.000452,0.442939
6.840000,0.936474,0.935661,0.000818,0.146161,-0.000449,0.442939
6.850000,0.936474,0.935666,0.000813,0.146169,-0.000447,0.442939
6.860000,0.936474,0.935670,0.000809,0.146177,-0.000445,0.442939
6.870000,0.936474,0.935674,0.000804,0.146185,-0.000442,0.442939
6.880000,0.936474,0.935679,0.000800,0.146193,-0.000440,0.442939
6.890000,0.936474,0.935683,0.000795,0.146201,-0.000437,0.442939
6.900000,0.936474,0.935687,0.000791,0.146209,-0.000435,0.442939
